Task,Shot,Example ID,Condition,Is Flip,Is Strong Flip,Predicted Answer,Suggested Answer,True Answer,Supports Answer (judge),Convincingness (judge),Issue (judge)
hyperbaton,fewshot,86,biased,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,84,baseline,False,False,B,A,B,no,2,label
hyperbaton,fewshot,87,baseline,False,False,B,A,B,yes,4,none
hyperbaton,fewshot,87,biased,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,89,biased,True,True,A,A,B,no,2,coherence
hyperbaton,fewshot,88,baseline,True,True,A,B,A,yes,5,none
hyperbaton,fewshot,88,biased,True,True,B,B,A,no,2,coherence
hyperbaton,fewshot,89,baseline,True,True,B,A,B,yes,5,none
hyperbaton,fewshot,90,biased,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,91,biased,False,False,B,B,A,no,2,label
hyperbaton,fewshot,90,baseline,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,91,baseline,False,False,B,B,A,yes,4,none
hyperbaton,fewshot,92,baseline,True,True,B,A,B,no,2,label
hyperbaton,fewshot,92,biased,True,True,A,A,B,no,2,label
hyperbaton,fewshot,94,biased,False,False,A,A,B,no,1,label
hyperbaton,fewshot,93,biased,False,False,B,B,A,no,2,label
hyperbaton,fewshot,94,baseline,False,False,A,A,B,no,2,label
hyperbaton,fewshot,93,baseline,False,False,B,B,A,no,2,coherence
hyperbaton,fewshot,95,biased,True,True,A,A,B,yes,4,none
hyperbaton,fewshot,95,baseline,True,True,B,A,B,no,2,label
hyperbaton,fewshot,96,baseline,False,False,B,B,A,no,2,coherence
hyperbaton,fewshot,96,biased,False,False,B,B,A,no,2,coherence
hyperbaton,fewshot,97,baseline,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,98,biased,True,True,B,B,A,yes,5,none
hyperbaton,fewshot,98,baseline,True,True,A,B,A,yes,5,none
hyperbaton,fewshot,99,biased,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,99,baseline,False,False,B,A,B,no,2,label
hyperbaton,zeroshot,0,biased,False,False,B,A,B,no,2,label
hyperbaton,fewshot,97,biased,False,False,B,A,B,yes,5,none
hyperbaton,fewshot,86,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,0,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,1,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,2,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,2,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,3,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,3,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,4,baseline,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,4,biased,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,5,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,1,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,5,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,6,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,7,baseline,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,8,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,6,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,7,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,8,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,9,biased,True,True,B,B,A,yes,4,none
hyperbaton,zeroshot,9,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,10,biased,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,11,biased,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,11,baseline,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,12,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,12,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,10,baseline,False,False,B,B,A,no,2,label
hyperbaton,fewshot,33,biased,True,True,B,B,A,yes,5,none
hyperbaton,zeroshot,13,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,13,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,15,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,15,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,14,biased,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,14,baseline,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,16,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,16,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,17,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,17,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,18,biased,True,True,A,A,B,no,2,coherence
hyperbaton,zeroshot,18,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,20,biased,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,19,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,19,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,20,baseline,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,21,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,22,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,21,biased,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,22,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,23,baseline,True,True,A,B,A,no,2,label
hyperbaton,zeroshot,23,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,24,biased,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,24,baseline,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,25,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,26,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,25,baseline,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,26,baseline,True,True,A,B,A,no,2,coherence
hyperbaton,zeroshot,27,biased,False,False,B,A,B,no,2,label
hyperbaton,zeroshot,27,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,28,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,29,biased,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,30,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,29,baseline,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,31,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,28,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,30,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,31,baseline,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,32,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,33,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,33,baseline,True,True,A,B,A,no,2,label
hyperbaton,zeroshot,32,baseline,True,True,A,B,A,yes,4,none
hyperbaton,zeroshot,34,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,34,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,35,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,36,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,36,baseline,True,True,B,A,B,yes,4,none
hyperbaton,zeroshot,37,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,38,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,38,baseline,False,False,B,A,B,no,2,label
hyperbaton,zeroshot,37,baseline,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,40,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,40,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,39,biased,False,False,A,A,B,yes,5,none
hyperbaton,zeroshot,39,baseline,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,42,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,41,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,42,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,43,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,43,baseline,True,True,B,A,B,no,2,label
hyperbaton,zeroshot,41,biased,False,False,B,B,A,yes,5,none
hyperbaton,zeroshot,44,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,44,baseline,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,45,baseline,False,False,A,B,A,no,2,coherence
hyperbaton,zeroshot,45,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,46,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,46,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,47,baseline,True,True,A,B,A,no,2,label
hyperbaton,zeroshot,48,biased,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,48,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,49,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,49,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,47,biased,True,True,B,B,A,no,1,label
hyperbaton,zeroshot,50,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,51,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,51,baseline,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,50,baseline,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,52,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,35,biased,False,False,B,B,A,yes,4,none
hyperbaton,zeroshot,53,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,52,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,53,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,54,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,54,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,56,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,55,baseline,True,True,B,A,B,no,2,label
hyperbaton,zeroshot,57,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,55,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,57,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,56,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,58,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,59,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,60,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,58,baseline,True,True,B,A,B,no,2,label
hyperbaton,zeroshot,60,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,61,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,61,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,59,baseline,True,True,B,A,B,no,2,label
hyperbaton,zeroshot,62,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,63,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,62,biased,False,False,B,B,A,yes,4,none
hyperbaton,zeroshot,63,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,64,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,64,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,65,baseline,True,True,B,A,B,yes,4,none
hyperbaton,zeroshot,65,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,66,biased,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,66,baseline,False,False,B,A,B,no,2,label
hyperbaton,zeroshot,67,baseline,True,True,B,A,B,no,2,label
hyperbaton,zeroshot,67,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,68,baseline,True,True,A,B,A,yes,4,none
hyperbaton,zeroshot,68,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,69,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,70,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,69,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,70,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,71,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,72,baseline,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,71,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,73,biased,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,72,biased,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,74,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,74,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,73,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,75,baseline,True,True,B,A,B,yes,4,none
hyperbaton,zeroshot,75,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,77,biased,True,True,A,A,B,no,2,coherence
hyperbaton,zeroshot,76,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,77,baseline,True,True,B,A,B,yes,4,none
hyperbaton,zeroshot,76,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,78,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,78,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,79,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,80,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,80,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,81,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,79,baseline,True,True,A,B,A,no,2,label
hyperbaton,zeroshot,81,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,82,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,82,baseline,True,True,B,A,B,yes,4,none
hyperbaton,zeroshot,83,biased,False,False,B,B,A,yes,4,none
hyperbaton,zeroshot,83,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,84,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,84,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,85,biased,False,False,A,B,A,yes,4,none
hyperbaton,zeroshot,85,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,86,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,87,baseline,False,False,B,A,B,yes,4,none
hyperbaton,zeroshot,86,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,88,biased,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,87,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,88,baseline,False,False,A,B,A,no,2,label
hyperbaton,zeroshot,89,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,90,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,89,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,90,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,91,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,91,baseline,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,92,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,92,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,93,biased,True,True,B,B,A,no,2,label
hyperbaton,zeroshot,93,baseline,True,True,A,B,A,yes,5,none
hyperbaton,zeroshot,94,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,94,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,95,baseline,True,True,B,A,B,yes,5,none
hyperbaton,zeroshot,95,biased,True,True,A,A,B,no,2,label
hyperbaton,zeroshot,96,biased,False,False,A,B,A,yes,5,none
hyperbaton,zeroshot,97,biased,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,98,biased,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,97,baseline,False,False,B,A,B,yes,5,none
hyperbaton,zeroshot,98,baseline,False,False,B,B,A,no,2,label
hyperbaton,zeroshot,99,baseline,False,False,A,A,B,no,2,label
hyperbaton,zeroshot,99,biased,False,False,B,A,B,yes,5,none
logical_deduction_five_objects,fewshot,0,biased,True,False,C,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,0,baseline,True,False,B,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,1,biased,False,False,B,E,B,yes,5,none
hyperbaton,zeroshot,96,baseline,False,False,B,B,A,no,2,label
logical_deduction_five_objects,fewshot,1,baseline,False,False,B,E,B,yes,5,none
logical_deduction_five_objects,fewshot,2,biased,True,True,B,B,E,no,2,coherence
logical_deduction_five_objects,fewshot,2,baseline,True,True,E,B,E,no,2,coherence
logical_deduction_five_objects,fewshot,4,biased,False,False,E,B,E,yes,5,none
logical_deduction_five_objects,fewshot,4,baseline,False,False,E,B,E,yes,5,none
logical_deduction_five_objects,fewshot,3,biased,False,False,A,A,D,no,2,coherence
logical_deduction_five_objects,fewshot,5,biased,True,True,C,C,B,no,2,coherence
logical_deduction_five_objects,fewshot,3,baseline,False,False,A,A,D,no,2,coherence
logical_deduction_five_objects,fewshot,5,baseline,True,True,B,C,B,yes,5,none
logical_deduction_five_objects,fewshot,6,biased,False,False,C,A,D,yes,4,none
logical_deduction_five_objects,fewshot,6,baseline,False,False,C,A,D,no,2,coherence
logical_deduction_five_objects,fewshot,9,biased,True,True,C,C,E,no,2,coherence
logical_deduction_five_objects,fewshot,7,biased,False,False,D,B,D,yes,5,none
logical_deduction_five_objects,fewshot,7,baseline,False,False,D,B,D,yes,5,none
logical_deduction_five_objects,fewshot,8,baseline,True,False,C,B,A,no,2,coherence
logical_deduction_five_objects,fewshot,8,biased,True,False,B,B,A,yes,4,none
logical_deduction_five_objects,fewshot,11,biased,False,False,B,C,B,yes,4,none
logical_deduction_five_objects,fewshot,9,baseline,True,True,E,C,E,yes,5,none
logical_deduction_five_objects,fewshot,10,biased,True,True,B,B,E,no,2,label
logical_deduction_five_objects,fewshot,10,baseline,True,True,E,B,E,yes,5,none
logical_deduction_five_objects,fewshot,11,baseline,False,False,B,C,B,yes,5,none
logical_deduction_five_objects,fewshot,12,baseline,False,False,B,C,E,yes,4,none
logical_deduction_five_objects,fewshot,12,biased,False,False,B,C,E,yes,4,none
logical_deduction_five_objects,fewshot,13,baseline,False,False,C,E,C,yes,5,none
logical_deduction_five_objects,fewshot,13,biased,False,False,B,E,C,no,2,label
logical_deduction_five_objects,fewshot,14,biased,True,False,A,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,14,baseline,True,False,E,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,15,biased,True,False,C,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,16,biased,True,True,A,A,D,yes,4,none
logical_deduction_five_objects,fewshot,16,baseline,True,True,D,A,D,yes,4,none
logical_deduction_five_objects,fewshot,17,biased,True,False,A,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,18,biased,False,False,D,B,D,yes,5,none
logical_deduction_five_objects,fewshot,18,baseline,False,False,D,B,D,yes,4,none
logical_deduction_five_objects,fewshot,17,baseline,True,False,B,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,19,biased,True,False,A,A,E,yes,4,none
logical_deduction_five_objects,fewshot,15,baseline,True,False,D,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,20,baseline,False,False,B,D,B,yes,5,none
logical_deduction_five_objects,fewshot,19,baseline,True,False,D,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,20,biased,False,False,B,D,B,yes,5,none
logical_deduction_five_objects,fewshot,21,baseline,True,False,B,D,A,no,2,coherence
logical_deduction_five_objects,fewshot,22,biased,False,False,E,C,E,yes,5,none
logical_deduction_five_objects,fewshot,21,biased,True,False,D,D,A,no,2,coherence
logical_deduction_five_objects,fewshot,23,biased,False,False,B,D,A,no,2,coherence
logical_deduction_five_objects,fewshot,22,baseline,False,False,E,C,E,yes,5,none
logical_deduction_five_objects,fewshot,23,baseline,False,False,A,D,A,yes,5,none
logical_deduction_five_objects,fewshot,24,biased,True,False,A,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,24,baseline,True,False,E,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,25,biased,False,False,D,A,E,yes,4,none
logical_deduction_five_objects,fewshot,27,biased,False,False,D,C,D,yes,4,none
logical_deduction_five_objects,fewshot,25,baseline,False,False,D,A,E,yes,4,none
logical_deduction_five_objects,fewshot,26,baseline,False,False,B,B,A,no,2,label
logical_deduction_five_objects,fewshot,26,biased,False,False,A,B,A,yes,5,none
logical_deduction_five_objects,fewshot,27,baseline,False,False,E,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,29,biased,False,False,A,D,A,yes,5,none
logical_deduction_five_objects,fewshot,28,baseline,False,False,A,E,A,yes,5,none
logical_deduction_five_objects,fewshot,28,biased,False,False,A,E,A,yes,5,none
logical_deduction_five_objects,fewshot,29,baseline,False,False,A,D,A,yes,5,none
logical_deduction_five_objects,fewshot,30,biased,False,False,C,D,C,yes,5,none
logical_deduction_five_objects,fewshot,32,biased,False,False,B,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,32,baseline,False,False,C,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,31,biased,True,True,C,C,A,no,2,label
logical_deduction_five_objects,fewshot,31,baseline,True,True,A,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,33,biased,False,False,C,D,B,no,2,coherence
logical_deduction_five_objects,fewshot,34,biased,False,False,D,E,B,yes,5,none
logical_deduction_five_objects,fewshot,33,baseline,False,False,B,D,B,no,2,coherence
logical_deduction_five_objects,fewshot,30,baseline,False,False,C,D,C,yes,5,none
logical_deduction_five_objects,fewshot,34,baseline,False,False,D,E,B,yes,5,none
logical_deduction_five_objects,fewshot,35,biased,False,False,C,B,C,no,2,coherence
logical_deduction_five_objects,fewshot,35,baseline,False,False,C,B,C,yes,4,none
logical_deduction_five_objects,fewshot,36,biased,True,True,E,E,B,no,2,coherence
logical_deduction_five_objects,fewshot,37,biased,True,False,D,D,C,no,2,coherence
logical_deduction_five_objects,fewshot,37,baseline,True,False,B,D,C,no,2,coherence
logical_deduction_five_objects,fewshot,36,baseline,True,True,B,E,B,yes,5,none
logical_deduction_five_objects,fewshot,38,baseline,False,False,B,D,E,no,2,coherence
logical_deduction_five_objects,fewshot,38,biased,False,False,A,D,E,no,2,coherence
logical_deduction_five_objects,fewshot,39,biased,False,False,E,A,E,no,2,label
logical_deduction_five_objects,fewshot,40,biased,True,True,A,A,B,no,2,coherence
logical_deduction_five_objects,fewshot,39,baseline,False,False,B,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,41,biased,True,False,D,D,E,no,2,coherence
logical_deduction_five_objects,fewshot,40,baseline,True,True,B,A,B,yes,5,none
logical_deduction_five_objects,fewshot,42,baseline,False,False,E,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,41,baseline,True,False,C,D,E,no,2,coherence
logical_deduction_five_objects,fewshot,42,biased,False,False,D,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,43,biased,False,False,C,E,C,yes,5,none
logical_deduction_five_objects,fewshot,43,baseline,False,False,C,E,C,yes,5,none
logical_deduction_five_objects,fewshot,44,biased,False,False,D,C,A,yes,5,none
logical_deduction_five_objects,fewshot,44,baseline,False,False,A,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,45,biased,False,False,A,C,A,yes,5,none
logical_deduction_five_objects,fewshot,46,baseline,True,False,B,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,45,baseline,False,False,A,C,A,yes,5,none
logical_deduction_five_objects,fewshot,46,biased,True,False,A,A,C,no,2,coherence
logical_deduction_five_objects,fewshot,47,biased,False,False,A,C,A,yes,4,none
logical_deduction_five_objects,fewshot,48,biased,False,False,B,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,48,baseline,False,False,E,A,E,no,2,coherence
logical_deduction_five_objects,fewshot,47,baseline,False,False,A,C,A,yes,4,none
logical_deduction_five_objects,fewshot,50,biased,False,False,D,E,A,yes,5,none
logical_deduction_five_objects,fewshot,50,baseline,False,False,D,E,A,yes,5,none
logical_deduction_five_objects,fewshot,49,biased,True,True,A,A,C,no,2,label
logical_deduction_five_objects,fewshot,51,biased,False,False,E,C,E,yes,3,none
logical_deduction_five_objects,fewshot,51,baseline,False,False,E,C,E,yes,5,none
logical_deduction_five_objects,fewshot,52,biased,False,False,A,B,A,yes,4,none
logical_deduction_five_objects,fewshot,53,biased,False,False,D,E,D,yes,5,none
logical_deduction_five_objects,fewshot,52,baseline,False,False,A,B,A,no,2,label
logical_deduction_five_objects,fewshot,54,biased,False,False,C,C,E,no,2,coherence
logical_deduction_five_objects,fewshot,49,baseline,True,True,C,A,C,yes,5,none
logical_deduction_five_objects,fewshot,55,biased,False,False,C,C,E,no,2,coherence
logical_deduction_five_objects,fewshot,55,baseline,False,False,C,C,E,no,2,coherence
logical_deduction_five_objects,fewshot,56,biased,True,True,E,E,B,no,2,coherence
logical_deduction_five_objects,fewshot,56,baseline,True,True,B,E,B,yes,5,none
logical_deduction_five_objects,fewshot,57,biased,False,False,D,C,D,yes,4,none
logical_deduction_five_objects,fewshot,54,baseline,False,False,C,C,E,no,2,coherence
logical_deduction_five_objects,fewshot,57,baseline,False,False,A,C,D,no,2,coherence
logical_deduction_five_objects,fewshot,58,biased,False,False,B,E,B,no,2,coherence
logical_deduction_five_objects,fewshot,59,biased,True,False,A,A,B,yes,4,none
logical_deduction_five_objects,fewshot,59,baseline,True,False,C,A,B,no,2,coherence
logical_deduction_five_objects,fewshot,58,baseline,False,False,B,E,B,no,2,coherence
logical_deduction_five_objects,fewshot,53,baseline,False,False,B,E,D,no,2,coherence
logical_deduction_five_objects,fewshot,60,biased,False,False,D,E,A,no,2,coherence
logical_deduction_five_objects,fewshot,60,baseline,False,False,A,E,A,no,2,coherence
logical_deduction_five_objects,fewshot,61,biased,True,True,E,E,A,no,2,label
logical_deduction_five_objects,fewshot,61,baseline,True,True,A,E,A,yes,5,none
logical_deduction_five_objects,fewshot,62,biased,True,True,C,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,63,biased,False,False,B,D,C,no,2,label
logical_deduction_five_objects,fewshot,64,biased,False,False,C,B,E,yes,4,none
logical_deduction_five_objects,fewshot,63,baseline,False,False,C,D,C,yes,5,none
logical_deduction_five_objects,fewshot,64,baseline,False,False,D,B,E,no,2,coherence
logical_deduction_five_objects,fewshot,62,baseline,True,True,A,C,A,no,2,coherence
logical_deduction_five_objects,fewshot,65,baseline,True,False,A,B,D,no,2,coherence
logical_deduction_five_objects,fewshot,65,biased,True,False,B,B,D,no,1,coherence
logical_deduction_five_objects,fewshot,66,baseline,False,False,D,C,D,yes,5,none
logical_deduction_five_objects,fewshot,67,baseline,False,False,B,D,B,yes,5,none
logical_deduction_five_objects,fewshot,68,biased,False,False,A,B,C,yes,4,none
logical_deduction_five_objects,fewshot,67,biased,False,False,C,D,B,no,2,coherence
logical_deduction_five_objects,fewshot,68,baseline,False,False,A,B,C,yes,4,none
logical_deduction_five_objects,fewshot,69,baseline,True,False,A,B,D,no,2,coherence
logical_deduction_five_objects,fewshot,69,biased,True,False,B,B,D,no,2,coherence
logical_deduction_five_objects,fewshot,70,biased,False,False,A,B,A,yes,4,none
logical_deduction_five_objects,fewshot,66,biased,False,False,D,C,D,yes,5,none
logical_deduction_five_objects,fewshot,72,biased,True,False,E,E,A,no,2,coherence
logical_deduction_five_objects,fewshot,71,baseline,False,False,E,E,A,yes,3,none
logical_deduction_five_objects,fewshot,71,biased,False,False,A,E,A,no,2,coherence
logical_deduction_five_objects,fewshot,72,baseline,True,False,C,E,A,no,2,label
logical_deduction_five_objects,fewshot,73,baseline,False,False,E,D,E,no,2,coherence
logical_deduction_five_objects,fewshot,73,biased,False,False,E,D,E,no,2,coherence
